,LapTime,NextLapTime,LapNumber,DriverNumber,Team,Compound,TyreLife,FreshTyre,S1Time,S2Time,S3Time,S1STime,S2STime,S2STime,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Position,Deleted,TrackStatus
178,85.416,84.887,24.0,18,1,2,2.0,0,27.826999999999998,29.196,28.393,4074.784,4103.98,4103.98,321.0,312.0,323.0,0,17.0,0,1
179,84.887,84.589,25.0,18,1,2,3.0,0,28.067,28.765,28.055,4160.44,4189.205,4189.205,319.0,311.0,333.0,0,16.0,0,1
180,84.589,84.725,26.0,18,1,2,4.0,0,27.722,28.592,28.275,4244.982,4273.574,4273.574,315.0,311.0,327.0,0,16.0,0,1
181,84.725,101.666,27.0,18,1,2,5.0,0,27.894,28.593,28.238,4329.743,4358.336,4358.336,318.0,311.0,323.0,0,16.0,0,2
182,101.666,84.522,28.0,18,1,2,6.0,0,33.759,38.804,29.103,4420.333,4459.137,4459.137,233.0,316.0,305.0,0,15.0,0,267
183,84.522,109.239,29.0,18,1,2,7.0,0,27.561,28.651,28.31,4515.801,4544.452,4544.452,312.0,309.0,344.0,0,14.0,0,1
184,109.239,84.165,30.0,18,1,2,8.0,0,34.436,39.445,35.358,4607.198,4646.643,4646.643,242.0,309.0,285.0,0,13.0,0,267
185,84.165,84.346,31.0,18,1,2,9.0,0,27.672,28.461,28.032,4709.673,4738.134,4738.134,315.0,310.0,332.0,0,13.0,0,1
186,84.346,84.374,32.0,18,1,2,10.0,0,27.863,28.389,28.094,4794.029,4822.418,4822.418,315.0,310.0,319.0,0,13.0,0,1
187,84.374,84.341,33.0,18,1,2,11.0,0,27.822,28.488,28.064,4878.334,4906.822,4906.822,316.0,311.0,321.0,0,13.0,0,1
188,84.341,84.284,34.0,18,1,2,12.0,0,27.779,28.403,28.159,4962.665,4991.068,4991.068,318.0,312.0,323.0,0,13.0,0,1
189,84.284,84.348,35.0,18,1,2,13.0,0,27.747,28.367,28.17,5046.974,5075.341,5075.341,317.0,310.0,326.0,0,12.0,0,1
190,84.348,84.29,36.0,18,1,2,14.0,0,27.751,28.427,28.17,5131.262,5159.689,5159.689,315.0,312.0,325.0,0,12.0,0,1
191,84.29,84.412,37.0,18,1,2,15.0,0,27.684,28.499,28.107,5215.543,5244.042,5244.042,315.0,312.0,321.0,0,12.0,0,1
192,84.412,84.225,38.0,18,1,2,16.0,0,27.647,28.616,28.149,5299.796,5328.412,5328.412,314.0,312.0,324.0,0,12.0,0,1
193,84.225,84.463,39.0,18,1,2,17.0,0,27.674,28.457,28.094,5384.235,5412.692,5412.692,315.0,312.0,319.0,0,12.0,0,1
194,84.463,87.82,40.0,18,1,2,18.0,0,27.686,28.505,28.272,5468.472,5496.977,5496.977,315.0,310.0,321.0,0,12.0,0,1
195,87.82,86.899,41.0,18,1,2,19.0,0,27.874,28.826,31.12,5553.123,5581.949,5581.949,248.0,314.0,320.0,0,12.0,0,1
196,86.899,84.758,42.0,18,1,2,20.0,0,29.134,29.43,28.335,5642.203,5671.633,5671.633,311.0,313.0,257.0,0,12.0,0,1
197,84.758,84.466,43.0,18,1,2,21.0,0,27.864,28.618,28.276,5727.832,5756.45,5756.45,318.0,311.0,317.0,0,12.0,0,1
198,84.466,84.542,44.0,18,1,2,22.0,0,27.736,28.52,28.21,5812.462,5840.982,5840.982,317.0,310.0,325.0,0,12.0,0,1
199,84.542,84.45,45.0,18,1,2,23.0,0,27.737,28.625,28.18,5896.929,5925.554,5925.554,318.0,309.0,328.0,0,12.0,0,1
200,84.45,84.612,46.0,18,1,2,24.0,0,27.798000000000002,28.552,28.1,5981.532,6010.084,6010.084,317.0,309.0,323.0,0,12.0,0,1
201,84.612,84.671,47.0,18,1,2,25.0,0,27.764,28.659,28.189,6065.948,6094.607,6094.607,316.0,311.0,322.0,0,12.0,0,1
202,84.671,84.855,48.0,18,1,2,26.0,0,27.888,28.559,28.224,6150.684,6179.243,6179.243,315.0,309.0,323.0,0,12.0,0,1
203,84.855,84.552,49.0,18,1,2,27.0,0,27.925,28.663,28.267,6235.392,6264.055,6264.055,315.0,309.0,320.0,0,12.0,0,1
204,84.552,84.623,50.0,18,1,2,28.0,0,27.728,28.613,28.211,6320.05,6348.663,6348.663,314.0,310.0,321.0,0,12.0,0,1
205,84.623,84.614,51.0,18,1,2,29.0,0,27.81,28.642,28.171,6404.684,6433.326,6433.326,313.0,310.0,322.0,0,12.0,0,1
206,93.363,87.354,1.0,20,3,1,1.0,0,,31.635,29.515,,2064.822,2064.822,323.0,307.0,251.0,0,11.0,0,2
207,87.354,86.926,2.0,20,3,1,2.0,0,28.466,29.721,29.167,2122.186,2151.907,2151.907,316.0,306.0,321.0,0,11.0,0,1
208,86.926,86.242,3.0,20,3,1,3.0,0,28.344,29.614,28.968,2209.418,2239.032,2239.032,328.0,308.0,329.0,0,10.0,0,2
209,86.242,86.45,4.0,20,3,1,4.0,0,28.389,29.144,28.709,2296.389,2325.533,2325.533,325.0,309.0,350.0,0,10.0,0,1
210,86.45,88.303,5.0,20,3,1,5.0,0,28.187,29.319,28.944,2382.429,2411.748,2411.748,315.0,305.0,349.0,0,10.0,0,1
211,88.303,86.476,6.0,20,3,1,6.0,0,28.461,29.265,30.576999999999998,2469.153,2498.418,2498.418,308.0,304.0,331.0,0,8.0,0,2
212,86.476,88.385,7.0,20,3,1,7.0,0,28.339,29.295,28.842,2557.334,2586.629,2586.629,313.0,305.0,317.0,0,8.0,0,1
213,88.385,87.726,8.0,20,3,1,8.0,0,28.913,30.618,28.854,2644.384,2675.002,2675.002,320.0,308.0,315.0,0,9.0,0,1
214,87.726,86.791,9.0,20,3,1,9.0,0,29.17,29.486,29.07,2733.026,2762.512,2762.512,319.0,305.0,,0,10.0,0,1
215,86.791,87.387,10.0,20,3,1,10.0,0,28.476,29.45,28.865,2820.058,2849.508,2849.508,314.0,302.0,319.0,0,10.0,0,1
216,87.387,87.161,11.0,20,3,1,11.0,0,28.542,30.024,28.821,2906.915,2936.939,2936.939,311.0,302.0,314.0,0,10.0,0,1
217,87.161,86.775,12.0,20,3,1,12.0,0,28.653,29.786,28.722,2994.413,3024.199,3024.199,310.0,302.0,313.0,0,10.0,0,1
218,86.775,86.562,13.0,20,3,1,13.0,0,28.706,29.323,28.746,3081.627,3110.95,3110.95,309.0,302.0,311.0,0,10.0,0,1
219,86.562,86.469,14.0,20,3,1,14.0,0,28.613,29.182,28.767,3168.309,3197.491,3197.491,309.0,302.0,,0,10.0,0,1
220,86.469,86.225,15.0,20,3,1,15.0,0,28.548000000000002,29.186,28.735,3254.806,3283.992,3283.992,310.0,304.0,,0,10.0,0,1
221,86.225,86.322,16.0,20,3,1,16.0,0,28.505,29.079,28.641,3341.232,3370.311,3370.311,312.0,303.0,314.0,0,10.0,0,1
222,86.322,86.377,17.0,20,3,1,17.0,0,28.445,29.223,28.654,3427.397,3456.62,3456.62,312.0,302.0,313.0,0,10.0,0,1
223,86.377,86.287,18.0,20,3,1,18.0,0,28.572,29.116,28.689,3513.846,3542.962,3542.962,312.0,303.0,315.0,0,10.0,0,1
224,86.287,91.215,19.0,20,3,1,19.0,0,28.454,29.116,28.717,3600.105,3629.221,3629.221,312.0,303.0,314.0,0,10.0,0,1
225,91.215,105.229,20.0,20,3,1,20.0,0,28.498,30.005,32.712,3686.436,3716.441,3716.441,308.0,,320.0,0,13.0,0,1
226,105.229,85.305,21.0,20,3,2,1.0,0,48.199,28.78,28.25,3797.352,3826.132,3826.132,312.0,303.0,283.0,0,16.0,0,1
227,85.305,85.54,22.0,20,3,2,2.0,0,28.358,28.639,28.308,3882.74,3911.379,3911.379,311.0,304.0,313.0,0,15.0,0,1
228,85.54,85.747,23.0,20,3,2,3.0,0,28.357,28.833,28.35,3968.044,3996.877,3996.877,311.0,303.0,,0,14.0,0,1
229,85.747,85.261,24.0,20,3,2,4.0,0,28.332,28.851,28.564,4053.559,4082.41,4082.41,310.0,301.0,311.0,0,13.0,0,1
230,85.261,85.535,25.0,20,3,2,5.0,0,28.392,28.645,28.224,4139.366,4168.011,4168.011,310.0,303.0,313.0,0,13.0,0,1
231,85.535,85.484,26.0,20,3,2,6.0,0,28.411,28.746,28.378,4224.646,4253.392,4253.392,310.0,303.0,310.0,0,13.0,0,1
232,85.484,102.337,27.0,20,3,2,7.0,0,28.407,28.666,28.411,4310.177,4338.843,4338.843,313.0,304.0,312.0,0,13.0,0,1
233,102.337,85.406,28.0,20,3,2,8.0,0,28.422,37.238,36.677,4395.676,4432.914,4432.914,217.0,303.0,314.0,0,11.0,0,267
234,85.406,107.053,29.0,20,3,2,9.0,0,28.119,28.769,28.518,4497.71,4526.479,4526.479,312.0,306.0,328.0,0,9.0,0,1
235,107.053,90.114,30.0,20,3,2,10.0,0,28.432,38.561,40.06,4583.429,4621.99,4621.99,167.0,221.0,327.0,0,8.0,0,267
236,90.114,85.249,31.0,20,3,2,11.0,0,32.575,29.161,28.378,4694.625,4723.786,4723.786,314.0,306.0,287.0,0,9.0,0,7
237,85.249,85.568,32.0,20,3,2,12.0,0,28.159,28.685,28.405,4780.323,4809.008,4809.008,314.0,306.0,316.0,0,9.0,0,1
238,85.568,94.772,33.0,20,3,2,13.0,0,28.355,28.776,28.437,4865.768,4894.544,4894.544,313.0,307.0,326.0,0,9.0,0,1
239,94.772,105.637,34.0,20,3,2,14.0,0,29.273,31.914,33.585,4952.254,4984.168,4984.168,313.0,,313.0,0,12.0,0,1
240,105.637,84.496,35.0,20,3,1,4.0,0,49.187,28.473,27.977,5066.94,5095.413,5095.413,312.0,307.0,265.0,0,15.0,0,1
241,84.496,84.908,36.0,20,3,1,5.0,0,28.132,28.337,28.027,5151.522,5179.859,5179.859,312.0,306.0,313.0,0,15.0,0,1
242,84.908,84.443,37.0,20,3,1,6.0,0,28.107,28.649,28.152,5235.993,5264.642,5264.642,312.0,306.0,314.0,0,15.0,0,1
243,84.443,84.972,38.0,20,3,1,7.0,0,28.03,28.391,28.022,5320.824,5349.215,5349.215,312.0,306.0,,0,15.0,0,1
244,84.972,84.899,39.0,20,3,1,8.0,0,28.168,28.507,28.297,5405.405,5433.912,5433.912,312.0,305.0,313.0,0,15.0,0,1
245,84.899,85.431,40.0,20,3,1,9.0,0,28.046,28.653,28.2,5490.255,5518.908,5518.908,315.0,305.0,314.0,0,15.0,0,1
246,85.431,85.411,41.0,20,3,1,10.0,0,28.212,28.865,28.354,5575.32,5604.185,5604.185,310.0,305.0,313.0,0,15.0,0,1
247,85.411,92.919,42.0,20,3,1,11.0,0,28.241,28.804,28.366,5660.78,5689.584,5689.584,311.0,306.0,312.0,0,14.0,0,1
248,92.337,86.843,1.0,23,4,1,4.0,0,,31.371,29.431,,2063.386,2063.386,324.0,311.0,260.0,0,9.0,0,2
249,86.843,89.103,2.0,23,4,1,5.0,0,28.073,29.749,29.021,2120.721,2150.47,2150.47,325.0,312.0,322.0,0,9.0,0,1
250,89.103,86.238,3.0,23,4,1,6.0,0,28.078,32.05,28.975,2207.569,2239.619,2239.619,333.0,310.0,334.0,0,11.0,0,2
251,86.238,86.252,4.0,23,4,1,7.0,0,27.968,29.522,28.748,2296.562,2326.084,2326.084,336.0,313.0,347.0,0,11.0,0,1
252,86.252,88.691,5.0,23,4,1,8.0,0,27.993,29.463,28.796,2382.825,2412.288,2412.288,333.0,313.0,345.0,0,11.0,0,1
253,88.691,86.249,6.0,23,4,1,9.0,0,28.44,29.45,30.801,2469.524,2498.974,2498.974,324.0,310.0,336.0,0,9.0,0,2
254,86.249,86.492,7.0,23,4,1,10.0,0,28.187,29.19,28.872,2557.962,2587.152,2587.152,325.0,311.0,325.0,0,9.0,0,1
255,86.492,86.011,8.0,23,4,1,11.0,0,28.27,29.698,28.524,2644.294,2673.992,2673.992,310.0,307.0,330.0,0,8.0,0,1
256,86.011,85.555,9.0,23,4,1,12.0,0,28.435,29.153,28.423,2730.951,2760.104,2760.104,309.0,306.0,312.0,0,8.0,0,1
257,85.555,85.724,10.0,23,4,1,13.0,0,28.385,28.836,28.334,2816.912,2845.748,2845.748,315.0,306.0,313.0,0,8.0,0,1
258,85.724,85.387,11.0,23,4,1,14.0,0,28.311,29.031,28.382,2902.393,2931.424,2931.424,313.0,307.0,314.0,0,8.0,0,1
259,85.387,85.6,12.0,23,4,1,15.0,0,28.296,28.824,28.267,2988.102,3016.926,3016.926,315.0,308.0,316.0,0,8.0,0,1
260,85.6,85.846,13.0,23,4,1,16.0,0,28.347,28.957,28.296,3073.54,3102.497,3102.497,316.0,309.0,317.0,0,8.0,0,1
261,85.846,85.212,14.0,23,4,1,17.0,0,28.344,29.073,28.429,3159.137,3188.21,3188.21,318.0,311.0,318.0,0,8.0,0,1
262,85.212,85.594,15.0,23,4,1,18.0,0,27.873,28.915,28.424,3244.512,3273.427,3273.427,315.0,305.0,342.0,0,7.0,0,1
263,85.594,85.625,16.0,23,4,1,19.0,0,28.44,28.852,28.302,3330.291,3359.143,3359.143,315.0,306.0,315.0,0,7.0,0,1
264,85.625,85.958,17.0,23,4,1,20.0,0,28.364,28.932,28.329,3415.809,3444.741,3444.741,315.0,306.0,,0,7.0,0,1
265,85.958,85.528,18.0,23,4,1,21.0,0,28.469,29.058,28.431,3501.539,3530.597,3530.597,315.0,307.0,314.0,0,7.0,0,1
266,85.528,85.761,19.0,23,4,1,22.0,0,28.266,28.83,28.432,3587.294,3616.124,3616.124,316.0,308.0,319.0,0,7.0,0,1
267,85.761,85.977,20.0,23,4,1,23.0,0,28.258,29.031,28.472,3672.814,3701.845,3701.845,318.0,310.0,315.0,0,7.0,0,1
268,85.977,85.978,21.0,23,4,1,24.0,0,28.222,29.231,28.524,3758.539,3787.77,3787.77,320.0,311.0,319.0,0,7.0,0,1
269,85.978,86.101,22.0,23,4,1,25.0,0,28.334,29.149,28.495,3844.628,3873.777,3873.777,317.0,311.0,320.0,0,7.0,0,1
270,86.101,85.886,23.0,23,4,1,26.0,0,28.392,29.151,28.558,3930.664,3959.815,3959.815,319.0,311.0,321.0,0,7.0,0,1
271,85.886,86.278,24.0,23,4,1,27.0,0,28.227,29.139,28.52,4016.6,4045.739,4045.739,318.0,312.0,328.0,0,7.0,0,1
272,86.278,90.275,25.0,23,4,1,28.0,0,28.324,29.303,28.651,4102.583,4131.886,4131.886,316.0,310.0,327.0,0,7.0,0,1
273,90.275,110.751,26.0,23,4,1,29.0,0,28.419,29.188,32.668,4188.956,4218.144,4218.144,316.0,,319.0,0,7.0,0,1
274,110.751,102.644,27.0,23,4,2,1.0,0,53.881,28.878,27.992,4304.693,4333.571,4333.571,314.0,311.0,285.0,0,12.0,0,1
275,102.644,85.364,28.0,23,4,2,2.0,0,27.955,36.898,37.791,4389.518,4426.416,4426.416,270.0,240.0,315.0,0,10.0,0,267
276,85.364,103.888,29.0,23,4,2,3.0,0,28.549,28.754,28.061,4492.756,4521.51,4521.51,311.0,310.0,324.0,0,8.0,0,1
277,103.888,89.542,30.0,23,4,2,4.0,0,27.958,36.169,39.761,4577.529,4613.698,4613.698,234.0,227.0,316.0,0,7.0,0,26
278,89.542,84.714,31.0,23,4,2,5.0,0,32.588,28.841,28.113,4686.047,4714.888,4714.888,313.0,310.0,224.0,0,7.0,0,67
279,84.714,84.411,32.0,23,4,2,6.0,0,28.014,28.584,28.116,4771.015,4799.599,4799.599,323.0,312.0,323.0,0,7.0,0,1
280,84.411,84.396,33.0,23,4,2,7.0,0,28.051,28.413,27.947,4855.766,4884.179,4884.179,310.0,308.0,340.0,0,6.0,0,1
281,84.396,83.948,34.0,23,4,2,8.0,0,28.146,28.327,27.923000000000002,4940.272,4968.599,4968.599,312.0,309.0,311.0,0,6.0,0,1
282,83.948,83.969,35.0,23,4,2,9.0,0,27.936,28.234,27.778,5024.458,5052.692,5052.692,314.0,309.0,313.0,0,6.0,0,1
283,83.969,83.861,36.0,23,4,2,10.0,0,27.96,28.234,27.775,5108.43,5136.664,5136.664,313.0,309.0,312.0,0,6.0,0,1
284,83.861,83.77,37.0,23,4,2,11.0,0,28.017,28.101,27.743,5192.456,5220.557,5220.557,313.0,308.0,,0,6.0,0,1
285,83.77,83.867,38.0,23,4,2,12.0,0,28.028,28.031,27.711,5276.328,5304.359,5304.359,313.0,309.0,313.0,0,6.0,0,1
286,83.867,83.61,39.0,23,4,2,13.0,0,28.004,28.19,27.673000000000002,5360.074,5388.264,5388.264,313.0,309.0,315.0,0,6.0,0,1
287,83.61,83.596,40.0,23,4,2,14.0,0,27.925,28.085,27.6,5443.862,5471.947,5471.947,316.0,311.0,317.0,0,6.0,0,1
288,83.596,83.672,41.0,23,4,2,15.0,0,27.816,28.235,27.545,5527.363,5555.598,5555.598,318.0,311.0,,0,6.0,0,1
289,83.672,83.52,42.0,23,4,2,16.0,0,27.879,28.101,27.692,5611.022,5639.123,5639.123,323.0,316.0,320.0,0,6.0,0,1
290,83.52,83.435,43.0,23,4,2,17.0,0,27.743,28.243,27.534,5694.558,5722.801,5722.801,317.0,311.0,328.0,0,6.0,0,1
291,83.435,83.364,44.0,23,4,2,18.0,0,27.916,27.942,27.576999999999998,5778.251,5806.193,5806.193,314.0,311.0,316.0,0,6.0,0,1
292,83.364,83.39,45.0,23,4,2,19.0,0,27.814,28.041,27.509,5861.584,5889.625,5889.625,315.0,311.0,317.0,0,6.0,0,1
293,83.39,83.466,46.0,23,4,2,20.0,0,27.88,28.006,27.504,5945.014,5973.02,5973.02,317.0,312.0,,0,6.0,0,1
294,83.466,83.804,47.0,23,4,2,21.0,0,27.821,28.07,27.575,6028.345,6056.415,6056.415,317.0,314.0,319.0,0,6.0,0,1
295,83.804,83.756,48.0,23,4,2,22.0,0,27.767,28.083,27.954,6111.757,6139.84,6139.84,322.0,314.0,,0,6.0,0,1
296,83.756,83.803,49.0,23,4,2,23.0,0,27.707,28.233,27.816,6195.501,6223.734,6223.734,318.0,314.0,329.0,0,6.0,0,1
297,83.803,83.6,50.0,23,4,2,24.0,0,27.856,28.237,27.71,6279.406,6307.643,6307.643,322.0,315.0,321.0,0,6.0,0,1
298,83.6,83.654,51.0,23,4,2,25.0,0,27.761,28.174,27.665,6363.114,6391.288,6391.288,323.0,315.0,324.0,0,6.0,0,1
299,83.654,83.684,52.0,23,4,2,26.0,0,27.782,28.262,27.61,6446.735,6474.997,6474.997,320.0,315.0,320.0,0,6.0,0,1
300,93.839,87.262,1.0,26,0,2,1.0,0,,31.943,29.576,,2064.915,2064.915,321.0,309.0,243.0,0,12.0,0,2
301,87.262,87.708,2.0,26,0,2,2.0,0,28.465,29.943,28.854,2122.613,2152.556,2152.556,316.0,311.0,326.0,0,12.0,0,1
302,87.708,86.331,3.0,26,0,2,3.0,0,28.501,30.311,28.896,2209.911,2240.222,2240.222,342.0,310.0,314.0,0,12.0,0,2
303,86.331,86.412,4.0,26,0,2,4.0,0,28.314,29.304,28.713,2297.432,2326.736,2326.736,335.0,311.0,332.0,0,12.0,0,1
304,86.412,88.3,5.0,26,0,2,5.0,0,28.207,29.241,28.964,2383.656,2412.897,2412.897,334.0,306.0,348.0,0,12.0,0,1
305,88.3,86.374,6.0,26,0,2,6.0,0,28.193,29.614,30.493,2470.054,2499.668,2499.668,330.0,314.0,330.0,0,10.0,0,2
306,86.374,87.591,7.0,26,0,2,7.0,0,28.203,29.472,28.699,2558.364,2587.836,2587.836,335.0,313.0,355.0,0,10.0,0,1
307,87.591,85.931,8.0,26,0,2,8.0,0,28.378,30.264,28.949,2644.913,2675.177,2675.177,343.0,315.0,318.0,0,10.0,0,1
308,85.931,86.005,9.0,26,0,2,9.0,0,28.244,29.174,28.513,2732.37,2761.544,2761.544,310.0,306.0,347.0,0,9.0,0,1
309,86.005,85.996,10.0,26,0,2,10.0,0,28.471,29.175,28.359,2818.528,2847.703,2847.703,309.0,304.0,309.0,0,9.0,0,1
310,85.996,85.899,11.0,26,0,2,11.0,0,28.6,28.895,28.501,2904.662,2933.557,2933.557,316.0,304.0,307.0,0,9.0,0,1
311,85.899,85.968,12.0,26,0,2,12.0,0,28.414,29.04,28.445,2990.472,3019.512,3019.512,310.0,305.0,310.0,0,9.0,0,1
312,85.968,86.087,13.0,26,0,2,13.0,0,28.604,28.937,28.427,3076.561,3105.498,3105.498,311.0,304.0,309.0,0,9.0,0,1
313,86.087,85.836,14.0,26,0,2,14.0,0,28.55,29.047,28.49,3162.475,3191.522,3191.522,309.0,304.0,,0,9.0,0,1
314,85.836,85.936,15.0,26,0,2,15.0,0,28.505,28.854,28.477,3248.517,3277.371,3277.371,316.0,304.0,311.0,0,9.0,0,1
315,85.936,86.045,16.0,26,0,2,16.0,0,28.606,28.982,28.348,3334.454,3363.436,3363.436,309.0,306.0,309.0,0,9.0,0,1
316,86.045,86.046,17.0,26,0,2,17.0,0,28.5,28.957,28.588,3420.284,3449.241,3449.241,312.0,301.0,311.0,0,9.0,0,1
317,86.046,85.772,18.0,26,0,2,18.0,0,28.565,29.012,28.469,3506.394,3535.406,3535.406,313.0,303.0,310.0,0,9.0,0,1
318,85.772,86.101,19.0,26,0,2,19.0,0,28.433,28.872,28.467,3592.308,3621.18,3621.18,312.0,304.0,312.0,0,9.0,0,1
319,86.101,86.062,20.0,26,0,2,20.0,0,28.461,29.151,28.489,3678.108,3707.259,3707.259,313.0,304.0,311.0,0,9.0,0,1
320,86.062,85.993,21.0,26,0,2,21.0,0,28.498,29.047,28.517,3764.246,3793.293,3793.293,316.0,304.0,314.0,0,8.0,0,1
321,85.993,85.789,22.0,26,0,2,22.0,0,28.501,28.987,28.505,3850.311,3879.298,3879.298,305.0,304.0,320.0,0,8.0,0,1
322,85.789,86.01,23.0,26,0,2,23.0,0,28.385,28.999,28.405,3936.188,3965.187,3965.187,307.0,304.0,321.0,0,8.0,0,1
323,86.01,85.949,24.0,26,0,2,24.0,0,28.561,29.016,28.433,4022.153,4051.169,4051.169,310.0,304.0,308.0,0,8.0,0,1
324,85.949,86.038,25.0,26,0,2,25.0,0,28.572,28.965,28.412,4108.174,4137.139,4137.139,311.0,304.0,309.0,0,8.0,0,1
325,86.038,86.188,26.0,26,0,2,26.0,0,28.679,28.895,28.464,4194.23,4223.125,4223.125,310.0,304.0,307.0,0,8.0,0,1
326,86.188,98.338,27.0,26,0,2,27.0,0,28.704,28.99,28.494,4280.293,4309.283,4309.283,309.0,304.0,,0,7.0,0,1
327,98.338,106.391,28.0,26,0,2,28.0,0,28.845,29.362,40.131,4366.622,4395.984,4395.984,310.0,,304.0,0,6.0,0,26
328,106.391,,29.0,26,0,1,1.0,0,48.99,29.078,28.323,4485.105,4514.183,4514.183,304.0,304.0,281.0,0,6.0,0,67
329,89.232,86.92,1.0,27,5,1,4.0,0,,30.098,28.73,,2061.374,2061.374,319.0,306.0,272.0,0,4.0,0,2
330,86.92,86.026,2.0,27,5,1,5.0,0,28.394,29.684,28.842,2117.972,2147.656,2147.656,314.0,307.0,313.0,0,5.0,0,1
331,86.026,86.031,3.0,27,5,1,6.0,0,28.248,29.151,28.627,2204.746,2233.897,2233.897,311.0,306.0,320.0,0,5.0,0,2
332,86.031,86.743,4.0,27,5,1,7.0,0,28.172,29.173,28.686,2290.696,2319.869,2319.869,310.0,305.0,318.0,0,5.0,0,1
333,86.743,86.331,5.0,27,5,1,8.0,0,28.582,29.385,28.776,2377.137,2406.522,2406.522,321.0,306.0,315.0,0,6.0,0,1
334,86.331,86.09,6.0,27,5,1,9.0,0,28.0,29.248,29.083,2463.298,2492.546,2492.546,312.0,306.0,328.0,0,5.0,0,2
335,86.09,86.133,7.0,27,5,1,10.0,0,28.099,29.217,28.774,2549.728,2578.945,2578.945,311.0,307.0,318.0,0,5.0,0,1
336,86.133,86.024,8.0,27,5,1,11.0,0,28.135,29.276,28.722,2635.854,2665.13,2665.13,311.0,307.0,316.0,0,5.0,0,1
337,86.024,85.934,9.0,27,5,1,12.0,0,28.153,29.215,28.656,2722.005,2751.22,2751.22,311.0,305.0,315.0,0,5.0,0,1
338,85.934,85.681,10.0,27,5,1,13.0,0,28.271,29.087,28.576,2808.147,2837.234,2837.234,310.0,304.0,,0,5.0,0,1
339,85.681,85.713,11.0,27,5,1,14.0,0,28.139,28.988,28.554,2893.949,2922.937,2922.937,312.0,305.0,,0,5.0,0,1
340,85.713,85.721,12.0,27,5,1,15.0,0,28.09,28.991,28.632,2979.581,3008.572,3008.572,311.0,305.0,,0,5.0,0,1
341,85.721,85.806,13.0,27,5,1,16.0,0,28.183,28.95,28.588,3065.387,3094.337,3094.337,312.0,304.0,,0,5.0,0,1
342,85.806,85.671,14.0,27,5,1,17.0,0,28.128,29.066,28.612,3151.053,3180.119,3180.119,311.0,304.0,,0,5.0,0,1
343,85.671,85.539,15.0,27,5,1,18.0,0,28.203,28.933,28.535,3236.934,3265.867,3265.867,312.0,305.0,316.0,0,5.0,0,1
344,85.539,85.565,16.0,27,5,1,19.0,0,28.252,28.824,28.463,3322.654,3351.478,3351.478,313.0,306.0,315.0,0,5.0,0,1
345,85.565,85.79,17.0,27,5,1,20.0,0,28.173,28.851,28.541,3408.114,3436.965,3436.965,313.0,305.0,317.0,0,5.0,0,1
346,85.79,85.585,18.0,27,5,1,21.0,0,28.158,29.048,28.584,3493.664,3522.712,3522.712,313.0,306.0,,0,5.0,0,1
347,85.585,85.563,19.0,27,5,1,22.0,0,28.126,28.901,28.558,3579.422,3608.323,3608.323,312.0,305.0,316.0,0,5.0,0,1
348,85.563,85.797,20.0,27,5,1,23.0,0,28.045,28.923000000000002,28.595,3664.926,3693.849,3693.849,312.0,306.0,,0,4.0,0,1
349,85.797,85.93,21.0,27,5,1,24.0,0,28.184,29.045,28.568,3750.628,3779.673,3779.673,312.0,305.0,317.0,0,3.0,0,1
350,85.93,87.736,22.0,27,5,1,25.0,0,28.256,28.653,29.021,3836.497,3865.15,3865.15,324.0,311.0,316.0,0,4.0,0,1
351,87.736,85.965,23.0,27,5,1,26.0,0,28.791,30.298,28.647,3922.962,3953.26,3953.26,317.0,306.0,276.0,0,5.0,0,1
352,85.965,85.862,24.0,27,5,1,27.0,0,28.254,29.074,28.637,4010.161,4039.235,4039.235,314.0,305.0,319.0,0,5.0,0,1
353,85.862,85.758,25.0,27,5,1,28.0,0,28.272,29.044,28.546,4096.144,4125.188,4125.188,313.0,304.0,317.0,0,5.0,0,1
354,85.758,85.726,26.0,27,5,1,29.0,0,28.185,28.935,28.638,4181.919,4210.854,4210.854,312.0,305.0,316.0,0,5.0,0,1
355,85.726,87.756,27.0,27,5,1,30.0,0,28.184,28.965,28.576999999999998,4267.676,4296.641,4296.641,313.0,307.0,,0,5.0,0,1
356,87.756,103.757,28.0,27,5,1,31.0,0,28.255,29.107,30.394,4353.473,4382.58,4382.58,314.0,114.0,,0,5.0,0,26
357,103.757,120.021,29.0,27,5,1,32.0,0,39.136,31.291,33.33,4452.11,4483.401,4483.401,310.0,,212.0,0,5.0,0,67
358,120.021,93.766,30.0,27,5,2,1.0,0,47.782,30.16,42.079,4564.513,4594.673,4594.673,164.0,190.0,284.0,0,5.0,0,26
359,93.766,85.18,31.0,27,5,2,2.0,0,36.169,28.969,28.628,4672.921,4701.89,4701.89,311.0,306.0,210.0,0,5.0,0,67
360,85.18,85.322,32.0,27,5,2,3.0,0,28.075,28.6,28.505,4758.593,4787.193,4787.193,311.0,306.0,315.0,0,5.0,0,1
361,85.322,85.185,33.0,27,5,2,4.0,0,28.036,28.698,28.588,4843.734,4872.432,4872.432,308.0,304.0,314.0,0,5.0,0,1
362,85.185,84.757,34.0,27,5,2,5.0,0,28.268,28.619,28.298,4929.288,4957.907,4957.907,313.0,307.0,313.0,0,5.0,0,1
363,84.757,84.768,35.0,27,5,2,6.0,0,27.854,28.523,28.38,5014.059,5042.582,5042.582,314.0,307.0,315.0,0,5.0,0,1
